year,rank,title,artist,title_clean,artist_clean,primary_artist
2013,2,"""Blurred Lines""",Robin Thicke featuring T.I. and Pharrell Williams,blurred lines,robin thicke featuring t.i. and pharrell williams,robin thicke
2013,3,"""Radioactive""",Imagine Dragons,radioactive,imagine dragons,imagine dragons
2013,4,"""Harlem Shake""",Baauer,harlem shake,baauer,baauer
2013,5,"""Can't Hold Us""",Macklemore & Ryan Lewis featuring Ray Dalton,can't hold us,macklemore & ryan lewis featuring ray dalton,macklemore
2013,6,"""Mirrors""",Justin Timberlake,mirrors,justin timberlake,justin timberlake
2013,7,"""Just Give Me a Reason""",Pink featuring Nate Ruess,just give me a reason,pink featuring nate ruess,pink
2013,8,"""When I Was Your Man""",Bruno Mars,when i was your man,bruno mars,bruno mars
2013,9,"""Cruise""",Florida Georgia Line featuring Nelly,cruise,florida georgia line featuring nelly,florida georgia line
2013,10,"""Roar""",Katy Perry,roar,katy perry,katy perry
2013,11,"""Locked Out of Heaven""",Bruno Mars,locked out of heaven,bruno mars,bruno mars
2013,12,"""Ho Hey""",The Lumineers,ho hey,the lumineers,the lumineers
2013,13,"""Stay""",Rihanna featuring Mikky Ekko,stay,rihanna featuring mikky ekko,rihanna
2013,14,"""Get Lucky""",Daft Punk featuring Pharrell Williams,get lucky,daft punk featuring pharrell williams,da
2013,15,"""Royals""",Lorde,royals,lorde,lorde
2013,16,"""I Knew You Were Trouble""",Taylor Swift,i knew you were trouble,taylor swift,taylor swift
2013,17,"""We Can't Stop""",Miley Cyrus,we can't stop,miley cyrus,miley cyrus
2013,18,"""Wrecking Ball""",Miley Cyrus,wrecking ball,miley cyrus,miley cyrus
2013,19,"""Wake Me Up""",Avicii,wake me up,avicii,avicii
2013,20,"""Suit & Tie""",Justin Timberlake featuring Jay-Z,suit & tie,justin timberlake featuring jay-z,justin timberlake
2013,21,"""Cups (Pitch Perfect's When I'm Gone)""",Anna Kendrick,cups (pitch perfect's when i'm gone),anna kendrick,anna kendrick
2013,22,"""Holy Grail""",Jay-Z featuring Justin Timberlake,holy grail,jay-z featuring justin timberlake,jay-z
2013,23,"""Scream & Shout""",will.i.am featuring Britney Spears,scream & shout,will.i.am featuring britney spears,will.i.am
2013,24,"""Clarity""",Zedd featuring Foxes,clarity,zedd featuring foxes,zedd
2013,25,"""Sail""",Awolnation,sail,awolnation,awolnation
2013,26,"""Don't You Worry Child""",Swedish House Mafia featuring John Martin,don't you worry child,swedish house mafia featuring john martin,swedish house mafia
2013,27,"""Diamonds""",Rihanna,diamonds,rihanna,rihanna
2013,28,"""I Love It""",Icona Pop featuring Charli XCX,i love it,icona pop featuring charli xcx,icona pop
2013,29,"""Safe and Sound""",Capital Cities,safe and sound,capital cities,capital cities
2013,30,"""Treasure""",Bruno Mars,treasure,bruno mars,bruno mars
2013,31,"""The Way""",Ariana Grande featuring Mac Miller,the way,ariana grande featuring mac miller,ariana grande
2013,32,"""Started from the Bottom""",Drake,started from the bottom,drake,drake
2013,33,"""Come & Get It""",Selena Gomez,come & get it,selena gomez,selena gomez
2013,34,"""Hold On, We're Going Home""",Drake featuring Majid Jordan,"hold on, we're going home",drake featuring majid jordan,drake
2013,35,"""Daylight""",Maroon 5,daylight,maroon 5,maroon 5
2013,36,"""Feel This Moment""",Pitbull featuring Christina Aguilera,feel this moment,pitbull featuring christina aguilera,pitbull
2013,37,"""Applause""",Lady Gaga,applause,lady gaga,lady gaga
2013,38,"""One More Night""",Maroon 5,one more night,maroon 5,maroon 5
2013,39,"""Love Me""",Lil Wayne featuring Drake and Future,love me,lil wayne featuring drake and future,lil wayne
2013,40,"""My Songs Know What You Did in the Dark (Light Em Up)""",Fall Out Boy,my songs know what you did in the dark (light em up),fall out boy,fall out boy
2013,41,"""Fuckin' Problems""","ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar",fuckin' problems,"asap rocky featuring drake, 2 chainz and kendrick lamar",asap rocky
2013,42,"""Beauty and a Beat""",Justin Bieber featuring Nicki Minaj,beauty and a beat,justin bieber featuring nicki minaj,justin bieber
2013,43,"""Same Love""",Macklemore & Ryan Lewis featuring Mary Lambert,same love,macklemore & ryan lewis featuring mary lambert,macklemore
2013,44,"""Sweet Nothing""",Calvin Harris featuring Florence Welch,sweet nothing,calvin harris featuring florence welch,calvin harris
2013,45,"""Summertime Sadness""",Lana Del Rey and Cédric Gervais,summertime sadness,lana del rey and cédric gervais,lana del rey and cédric gervais
2013,46,"""Home""",Phillip Phillips,home,phillip phillips,phillip phillips
2013,47,"""It's Time""",Imagine Dragons,it's time,imagine dragons,imagine dragons
2013,48,"""Power Trip""",J. Cole featuring Miguel,power trip,j. cole featuring miguel,j. cole
2013,49,"""Girl on Fire""",Alicia Keys featuring Nicki Minaj,girl on fire,alicia keys featuring nicki minaj,alicia keys
2013,50,"""Heart Attack""",Demi Lovato,heart attack,demi lovato,demi lovato
2013,51,"""Love Somebody""",Maroon 5,love somebody,maroon 5,maroon 5
2013,52,"""I Will Wait""",Mumford & Sons,i will wait,mumford & sons,mumford
2013,53,"""Try""",Pink,try,pink,pink
2013,54,"""Wagon Wheel""",Darius Rucker,wagon wheel,darius rucker,darius rucker
2013,55,"""Gangnam Style""",Psy,gangnam style,psy,psy
2013,56,"""I Need Your Love""",Calvin Harris featuring Ellie Goulding,i need your love,calvin harris featuring ellie goulding,calvin harris
2013,57,"""Die Young""",Kesha,die young,kesha,kesha
2013,58,"""Some Nights""",Fun,some nights,fun,fun
2013,59,"""Bad""",Wale featuring Tiara Thomas or Rihanna,bad,wale featuring tiara thomas or rihanna,wale
2013,60,"""Boys 'Round Here""",Blake Shelton featuring Pistol Annies and Friends,boys 'round here,blake shelton featuring pistol annies and friends,blake shelton
2013,61,"""Gone, Gone, Gone""",Phillip Phillips,"gone, gone, gone",phillip phillips,phillip phillips
2013,62,"""Demons""",Imagine Dragons,demons,imagine dragons,imagine dragons
2013,63,"""Counting Stars""",OneRepublic,counting stars,onerepublic,onerepublic
2013,64,"""I Cry""",Flo Rida,i cry,flo rida,flo rida
2013,65,"""Little Talks""",Of Monsters and Men,little talks,of monsters and men,of monsters and men
2013,66,"""The Other Side""",Jason Derulo,the other side,jason derulo,jason derulo
2013,67,"""Berzerk""",Eminem,berzerk,eminem,eminem
2013,68,"""Catch My Breath""",Kelly Clarkson,catch my breath,kelly clarkson,kelly clarkson
2013,69,"""Crash My Party""",Luke Bryan,crash my party,luke bryan,luke bryan
2013,70,"""Pour It Up""",Rihanna,pour it up,rihanna,rihanna
2013,71,"""22""",Taylor Swift,22,taylor swift,taylor swift
2013,72,"""I Want Crazy""",Hunter Hayes,i want crazy,hunter hayes,hunter hayes
2013,73,"""The Fox (What Does the Fox Say?)""",Ylvis,the fox (what does the fox say?),ylvis,ylvis
2013,74,"""Best Song Ever""",One Direction,best song ever,one direction,one direction
2013,75,"""The A Team""",Ed Sheeran,the a team,ed sheeran,ed sheeran
2013,76,"""Carry On""",Fun,carry on,fun,fun
2013,77,"""Highway Don't Care""",Tim McGraw featuring Taylor Swift and Keith Urban,highway don't care,tim mcgraw featuring taylor swift and keith urban,tim mcgraw
2013,78,"""That's My Kind of Night""",Luke Bryan,that's my kind of night,luke bryan,luke bryan
2013,79,"""Swimming Pools (Drank)""",Kendrick Lamar,swimming pools (drank),kendrick lamar,kendrick lamar
2013,80,"""Sure Be Cool If You Did""",Blake Shelton,sure be cool if you did,blake shelton,blake shelton
2013,81,"""#Beautiful""",Mariah Carey featuring Miguel,#beautiful,mariah carey featuring miguel,mariah carey
2013,82,"""Troublemaker""",Olly Murs featuring Flo Rida,troublemaker,olly murs featuring flo rida,olly murs
2013,83,"""Body Party""",Ciara,body party,ciara,ciara
2013,84,"""Adorn""",Miguel,adorn,miguel,miguel
2013,85,"""Hall of Fame""",The Script featuring will.i.am,hall of fame,the script featuring will.i.am,the script
2013,86,"""Let Me Love You (Until You Learn to Love Yourself)""",Ne-Yo,let me love you (until you learn to love yourself),ne-yo,ne-yo
2013,87,"""U.O.E.N.O.""",Rocko featuring Future and Rick Ross,u.o.e.n.o.,rocko featuring future and rick ross,rocko
2013,88,"""Next to Me""",Emeli Sandé,next to me,emeli sandé,emeli sandé
2013,89,"""Mama's Broken Heart""",Miranda Lambert,mama's broken heart,miranda lambert,miranda lambert
2013,90,"""It Goes Like This""",Thomas Rhett,it goes like this,thomas rhett,thomas rhett
2013,91,"""Bugatti""",Ace Hood featuring Future and Rick Ross,bugatti,ace hood featuring future and rick ross,ace hood
2013,92,"""Wanted""",Hunter Hayes,wanted,hunter hayes,hunter hayes
2013,93,"""Downtown""",Lady Antebellum,downtown,lady antebellum,lady antebellum
2013,94,"""Get Your Shine On""",Florida Georgia Line,get your shine on,florida georgia line,florida georgia line
2013,95,"""#thatPower""",will.i.am featuring Justin Bieber,#thatpower,will.i.am featuring justin bieber,will.i.am
2013,96,"""Brave""",Sara Bareilles,brave,sara bareilles,sara bareilles
2013,97,"""Let Her Go""",Passenger,let her go,passenger,passenger
2013,98,"""Runnin' Outta Moonlight""",Randy Houser,runnin' outta moonlight,randy houser,randy houser
2013,99,"""I'm Different""",2 Chainz,i'm different,2 chainz,2 chainz
2013,100,"""Still Into You""",Paramore,still into you,paramore,paramore
2014,1,"""Happy""",Pharrell Williams,happy,pharrell williams,pharrell williams
2014,2,"""Dark Horse""",Katy Perry featuring Juicy J,dark horse,katy perry featuring juicy j,katy perry
2014,3,"""All of Me""",John Legend,all of me,john legend,john legend
2014,4,"""Fancy""",Iggy Azalea featuring Charli XCX,fancy,iggy azalea featuring charli xcx,iggy azalea
2014,5,"""Counting Stars""",OneRepublic,counting stars,onerepublic,onerepublic
2014,6,"""Talk Dirty""",Jason Derulo featuring 2 Chainz,talk dirty,jason derulo featuring 2 chainz,jason derulo
2014,7,"""Rude""",Magic!,rude,magic!,magic!
2014,8,"""All About That Bass""",Meghan Trainor,all about that bass,meghan trainor,meghan trainor
2014,9,"""Problem""",Ariana Grande featuring Iggy Azalea,problem,ariana grande featuring iggy azalea,ariana grande
2014,10,"""Stay with Me""",Sam Smith,stay with me,sam smith,sam smith
2014,11,"""Timber""",Pitbull featuring Kesha,timber,pitbull featuring kesha,pitbull
2014,12,"""Pompeii""",Bastille,pompeii,bastille,bastille
2014,13,"""Shake It Off""",Taylor Swift,shake it off,taylor swift,taylor swift
2014,14,"""Am I Wrong""",Nico & Vinz,am i wrong,nico & vinz,nico
2014,15,"""Turn Down for What""",DJ Snake and Lil Jon,turn down for what,dj snake and lil jon,dj snake and lil jon
2014,16,"""The Monster""",Eminem featuring Rihanna,the monster,eminem featuring rihanna,eminem
2014,17,"""Say Something""",A Great Big World and Christina Aguilera,say something,a great big world and christina aguilera,a great big world and christina aguilera
2014,18,"""Team""",Lorde,team,lorde,lorde
2014,19,"""Let Her Go""",Passenger,let her go,passenger,passenger
2014,20,"""Royals""",Lorde,royals,lorde,lorde
2014,21,"""Let It Go""",Idina Menzel,let it go,idina menzel,idina menzel
2014,22,"""Wake Me Up""",Avicii,wake me up,avicii,avicii
2014,23,"""Demons""",Imagine Dragons,demons,imagine dragons,imagine dragons
2014,24,"""Story of My Life""",One Direction,story of my life,one direction,one direction
2014,25,"""Chandelier""",Sia,chandelier,sia,sia
2014,26,"""Black Widow""",Iggy Azalea featuring Rita Ora,black widow,iggy azalea featuring rita ora,iggy azalea
2014,27,"""Bang Bang""","Jessie J, Ariana Grande and Nicki Minaj",bang bang,"jessie j, ariana grande and nicki minaj","jessie j, ariana grande and nicki minaj"
2014,28,"""Latch""",Disclosure featuring Sam Smith,latch,disclosure featuring sam smith,disclosure
2014,29,"""Maps""",Maroon 5,maps,maroon 5,maroon 5
2014,30,"""Loyal""",Chris Brown featuring Lil Wayne and French Montana or Too Short or Tyga,loyal,chris brown featuring lil wayne and french montana or too short or tyga,chris brown
2014,31,"""Best Day of My Life""",American Authors,best day of my life,american authors,american authors
2014,32,"""Habits (Stay High)""",Tove Lo,habits (stay high),tove lo,tove lo
2014,33,"""Summer""",Calvin Harris,summer,calvin harris,calvin harris
2014,34,"""Boom Clap""",Charli XCX,boom clap,charli xcx,charli xcx
2014,35,"""Drunk in Love""",Beyoncé featuring Jay-Z,drunk in love,beyoncé featuring jay-z,beyoncé
2014,36,"""Anaconda""",Nicki Minaj,anaconda,nicki minaj,nicki minaj
2014,37,"""Break Free""",Ariana Grande featuring Zedd,break free,ariana grande featuring zedd,ariana grande
2014,38,"""Bailando""",Enrique Iglesias featuring Descemer Bueno and Gente de Zona,bailando,enrique iglesias featuring descemer bueno and gente de zona,enrique iglesias
2014,39,"""Burn""",Ellie Goulding,burn,ellie goulding,ellie goulding
2014,40,"""Wiggle""",Jason Derulo featuring Snoop Dogg,wiggle,jason derulo featuring snoop dogg,jason derulo
2014,41,"""Rather Be""",Clean Bandit featuring Jess Glynne,rather be,clean bandit featuring jess glynne,clean bandit
2014,42,"""Don't Tell 'Em""",Jeremih featuring YG,don't tell 'em,jeremih featuring yg,jeremih
2014,43,"""Show Me""",Kid Ink featuring Chris Brown,show me,kid ink featuring chris brown,kid ink
2014,44,"""Wrecking Ball""",Miley Cyrus,wrecking ball,miley cyrus,miley cyrus
2014,45,"""Not a Bad Thing""",Justin Timberlake,not a bad thing,justin timberlake,justin timberlake
2014,46,"""Roar""",Katy Perry,roar,katy perry,katy perry
2014,47,"""Ain't It Fun""",Paramore,ain't it fun,paramore,paramore
2014,48,"""The Man""",Aloe Blacc,the man,aloe blacc,aloe blacc
2014,49,"""This Is How We Roll""",Florida Georgia Line featuring Luke Bryan,this is how we roll,florida georgia line featuring luke bryan,florida georgia line
2014,50,"""Classic""",MKTO,classic,mkto,mkto
2014,51,"""A Sky Full of Stars""",Coldplay,a sky full of stars,coldplay,coldplay
2014,52,"""Don't""",Ed Sheeran,don't,ed sheeran,ed sheeran
2014,53,"""Na Na""",Trey Songz,na na,trey songz,trey songz
2014,54,"""Hot Boy""",Bobby Shmurda,hot boy,bobby shmurda,bobby shmurda
2014,55,"""Hold On, We're Going Home""",Drake featuring Majid Jordan,"hold on, we're going home",drake featuring majid jordan,drake
2014,56,"""Sing""",Ed Sheeran,sing,ed sheeran,ed sheeran
2014,57,"""Radioactive""",Imagine Dragons,radioactive,imagine dragons,imagine dragons
2014,58,"""My Hitta""",YG featuring Jeezy and Rich Homie Quan,my hitta,yg featuring jeezy and rich homie quan,yg
2014,59,"""Cool Kids""",Echosmith,cool kids,echosmith,echosmith
2014,60,"""Hey Brother""",Avicii,hey brother,avicii,avicii
2014,61,"""Trumpets""",Jason Derulo,trumpets,jason derulo,jason derulo
2014,62,"""Animals""",Maroon 5,animals,maroon 5,maroon 5
2014,63,"""Burnin' It Down""",Jason Aldean,burnin' it down,jason aldean,jason aldean
2014,64,"""Play It Again""",Luke Bryan,play it again,luke bryan,luke bryan
2014,65,"""2 On""",Tinashe featuring ScHoolboy Q,2 on,tinashe featuring schoolboy q,tinashe
2014,66,"""Dirt""",Florida Georgia Line,dirt,florida georgia line,florida georgia line
2014,67,"""Love Runs Out""",OneRepublic,love runs out,onerepublic,onerepublic
2014,68,"""Bottoms Up""",Brantley Gilbert,bottoms up,brantley gilbert,brantley gilbert
2014,69,"""Shower""",Becky G,shower,becky g,becky g
2014,70,"""Me and My Broken Heart""",Rixton,me and my broken heart,rixton,rixton
2014,71,"""Animals""",Martin Garrix,animals,martin garrix,martin garrix
2014,72,"""Lifestyle""",Rich Gang featuring Young Thug and Rich Homie Quan,lifestyle,rich gang featuring young thug and rich homie quan,rich gang
2014,73,"""American Kids""",Kenny Chesney,american kids,kenny chesney,kenny chesney
2014,74,"""Brave""",Sara Bareilles,brave,sara bareilles,sara bareilles
2014,75,"""Sweater Weather""",The Neighbourhood,sweater weather,the neighbourhood,the neighbourhood
2014,76,"""Leave the Night On""",Sam Hunt,leave the night on,sam hunt,sam hunt
2014,77,"""New Flame""",Chris Brown featuring Usher and Rick Ross,new flame,chris brown featuring usher and rick ross,chris brown
2014,78,"""Love Never Felt So Good""",Michael Jackson and Justin Timberlake,love never felt so good,michael jackson and justin timberlake,michael jackson and justin timberlake
2014,79,"""Drunk on a Plane""",Dierks Bentley,drunk on a plane,dierks bentley,dierks bentley
2014,80,"""Birthday""",Katy Perry,birthday,katy perry,katy perry
2014,81,"""Bartender""",Lady Antebellum,bartender,lady antebellum,lady antebellum
2014,82,"""La La La""",Naughty Boy featuring Sam Smith,la la la,naughty boy featuring sam smith,naughty boy
2014,83,"""Blurred Lines""",Robin Thicke featuring T.I. and Pharrell Williams,blurred lines,robin thicke featuring t.i. and pharrell williams,robin thicke
2014,84,"""Do What U Want""",Lady Gaga featuring R. Kelly,do what u want,lady gaga featuring r. kelly,lady gaga
2014,85,"""Can't Remember to Forget You""",Shakira featuring Rihanna,can't remember to forget you,shakira featuring rihanna,shakira
2014,86,"""Amnesia""",5 Seconds of Summer,amnesia,5 seconds of summer,5 seconds of summer
2014,87,"""No Mediocre""",T.I. featuring Iggy Azalea,no mediocre,t.i. featuring iggy azalea,t.i.
2014,88,"""Come with Me Now""",KONGOS,come with me now,kongos,kongos
2014,89,"""Believe Me""",Lil Wayne featuring Drake,believe me,lil wayne featuring drake,lil wayne
2014,90,"""23""","Mike WiLL Made-It featuring Miley Cyrus, Wiz Khalifa, and Juicy J",23,"mike will made-it featuring miley cyrus, wiz khalifa, and juicy j",mike will made-it
2014,91,"""Beachin'""",Jake Owen,beachin',jake owen,jake owen
2014,92,"""White Walls""",Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis,white walls,macklemore & ryan lewis featuring schoolboy q and hollis,macklemore
2014,93,"""She Looks So Perfect""",5 Seconds of Summer,she looks so perfect,5 seconds of summer,5 seconds of summer
2014,94,"""Stay the Night""",Zedd featuring Hayley Williams,stay the night,zedd featuring hayley williams,zedd
2014,95,"""Partition""",Beyoncé,partition,beyoncé,beyoncé
2014,96,"""Studio""",ScHoolboy Q featuring BJ the Chicago Kid,studio,schoolboy q featuring bj the chicago kid,schoolboy q
2014,97,"""0 to 100 / The Catch Up""",Drake,0 to 100 / the catch up,drake,drake
2014,98,"""I Don't Dance""",Lee Brice,i don't dance,lee brice,lee brice
2014,99,"""Somethin' Bad""",Miranda Lambert and Carrie Underwood,somethin' bad,miranda lambert and carrie underwood,miranda lambert and carrie underwood
2014,100,"""Adore You""",Miley Cyrus,adore you,miley cyrus,miley cyrus
2015,1,"""Uptown Funk""",Mark Ronson featuring Bruno Mars,uptown funk,mark ronson featuring bruno mars,mark ronson
2015,2,"""Thinking Out Loud""",Ed Sheeran,thinking out loud,ed sheeran,ed sheeran
2015,3,"""See You Again""",Wiz Khalifa featuring Charlie Puth,see you again,wiz khalifa featuring charlie puth,wiz khalifa
2015,4,"""Trap Queen""",Fetty Wap,trap queen,fetty wap,fetty wap
2015,5,"""Sugar""",Maroon 5,sugar,maroon 5,maroon 5
2015,6,"""Shut Up and Dance""",Walk the Moon,shut up and dance,walk the moon,walk the moon
2015,7,"""Blank Space""",Taylor Swift,blank space,taylor swift,taylor swift
2015,8,"""Watch Me""",Silentó,watch me,silentó,silentó
2015,9,"""Earned It""",The Weeknd,earned it,the weeknd,the weeknd
2015,10,"""The Hills""",The Weeknd,the hills,the weeknd,the weeknd
2015,11,"""Cheerleader (Felix Jaehn Remix)""",OMI,cheerleader (felix jaehn remix),omi,omi
2015,12,"""Can't Feel My Face""",The Weeknd,can't feel my face,the weeknd,the weeknd
2015,13,"""Love Me Like You Do""",Ellie Goulding,love me like you do,ellie goulding,ellie goulding
2015,14,"""Take Me to Church""",Hozier,take me to church,hozier,hozier
2015,15,"""Bad Blood""",Taylor Swift featuring Kendrick Lamar,bad blood,taylor swift featuring kendrick lamar,taylor swi
2015,16,"""Lean On""",Major Lazer and DJ Snake featuring MØ,lean on,major lazer and dj snake featuring mø,major lazer and dj snake
2015,17,"""Want to Want Me""",Jason Derulo,want to want me,jason derulo,jason derulo
2015,18,"""Shake It Off""",Taylor Swift,shake it off,taylor swift,taylor swift
2015,19,"""Where Are Ü Now""",Jack Ü featuring Justin Bieber,where are ü now,jack ü featuring justin bieber,jack ü
2015,20,"""Fight Song""",Rachel Platten,fight song,rachel platten,rachel platten
2015,21,"""679""",Fetty Wap featuring Remy Boyz,679,fetty wap featuring remy boyz,fetty wap
2015,22,"""Lips Are Movin""",Meghan Trainor,lips are movin,meghan trainor,meghan trainor
2015,23,"""Worth It""",Fifth Harmony featuring Kid Ink,worth it,fifth harmony featuring kid ink,fifth harmony
2015,24,"""Post to Be""",Omarion featuring Chris Brown and Jhené Aiko,post to be,omarion featuring chris brown and jhené aiko,omarion
2015,25,"""Honey, I'm Good.""",Andy Grammer,"honey, i'm good.",andy grammer,andy grammer
2015,26,"""I'm Not the Only One""",Sam Smith,i'm not the only one,sam smith,sam smith
2015,27,"""Good for You""",Selena Gomez featuring ASAP Rocky,good for you,selena gomez featuring asap rocky,selena gomez
2015,28,"""All About That Bass""",Meghan Trainor,all about that bass,meghan trainor,meghan trainor
2015,29,"""Style""",Taylor Swift,style,taylor swift,taylor swift
2015,30,"""Hotline Bling""",Drake,hotline bling,drake,drake
2015,31,"""Hey Mama""","David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",hey mama,"david guetta featuring nicki minaj, bebe rexha and afrojack",david guetta
2015,32,"""G.D.F.R.""",Flo Rida featuring Sage the Gemini and Lookas,g.d.f.r.,flo rida featuring sage the gemini and lookas,flo rida
2015,33,"""What Do You Mean?""",Justin Bieber,what do you mean?,justin bieber,justin bieber
2015,34,"""Photograph""",Ed Sheeran,photograph,ed sheeran,ed sheeran
2015,35,"""Hello""",Adele,hello,adele,adele
2015,36,"""Stitches""",Shawn Mendes,stitches,shawn mendes,shawn mendes
2015,37,"""Talking Body""",Tove Lo,talking body,tove lo,tove lo
2015,38,"""Jealous""",Nick Jonas,jealous,nick jonas,nick jonas
2015,39,"""Time of Our Lives""",Pitbull and Ne-Yo,time of our lives,pitbull and ne-yo,pitbull and ne-yo
2015,40,"""Locked Away""",R. City featuring Adam Levine,locked away,r. city featuring adam levine,r. city
2015,41,"""Somebody""",Natalie La Rose featuring Jeremih,somebody,natalie la rose featuring jeremih,natalie la rose
2015,42,"""FourFiveSeconds""","Rihanna, Kanye West and Paul McCartney",fourfiveseconds,"rihanna, kanye west and paul mccartney","rihanna, kanye west and paul mccartney"
2015,43,"""Centuries""",Fall Out Boy,centuries,fall out boy,fall out boy
2015,44,"""My Way""",Fetty Wap featuring Monty,my way,fetty wap featuring monty,fetty wap
2015,45,"""Take Your Time""",Sam Hunt,take your time,sam hunt,sam hunt
2015,46,"""Animals""",Maroon 5,animals,maroon 5,maroon 5
2015,47,"""I Don't Fuck with You""",Big Sean featuring E-40,i don't fuck with you,big sean featuring e-40,big sean
2015,48,"""Bitch Better Have My Money""",Rihanna,bitch better have my money,rihanna,rihanna
2015,49,"""Flex (Ooh, Ooh, Ooh)""",Rich Homie Quan,"flex (ooh, ooh, ooh)",rich homie quan,rich homie quan
2015,50,"""Nasty Freestyle""",T-Wayne,nasty freestyle,t-wayne,t-wayne
2015,51,"""Only""","Nicki Minaj featuring Drake, Lil Wayne and Chris Brown",only,"nicki minaj featuring drake, lil wayne and chris brown",nicki minaj
2015,52,"""Elastic Heart""",Sia,elastic heart,sia,sia
2015,53,"""Cool for the Summer""",Demi Lovato,cool for the summer,demi lovato,demi lovato
2015,54,"""Renegades""",X Ambassadors,renegades,x ambassadors,x ambassadors
2015,55,"""I Don't Mind""",Usher featuring Juicy J,i don't mind,usher featuring juicy j,usher
2015,56,"""Love Me Harder""",Ariana Grande and The Weeknd,love me harder,ariana grande and the weeknd,ariana grande and the weeknd
2015,57,"""Wildest Dreams""",Taylor Swift,wildest dreams,taylor swift,taylor swift
2015,58,"""Stay with Me""",Sam Smith,stay with me,sam smith,sam smith
2015,59,"""You Know You Like It""",DJ Snake and AlunaGeorge,you know you like it,dj snake and alunageorge,dj snake and alunageorge
2015,60,"""Uma Thurman""",Fall Out Boy,uma thurman,fall out boy,fall out boy
2015,61,"""7/11""",Beyoncé,7/11,beyoncé,beyoncé
2015,62,"""The Heart Wants What It Wants""",Selena Gomez,the heart wants what it wants,selena gomez,selena gomez
2015,63,"""Girl Crush""",Little Big Town,girl crush,little big town,little big town
2015,64,"""Slow Motion""",Trey Songz,slow motion,trey songz,trey songz
2015,65,"""Drag Me Down""",One Direction,drag me down,one direction,one direction
2015,66,"""Truffle Butter""",Nicki Minaj featuring Drake and Lil Wayne,truffle butter,nicki minaj featuring drake and lil wayne,nicki minaj
2015,67,"""One Last Time""",Ariana Grande,one last time,ariana grande,ariana grande
2015,68,"""Chains""",Nick Jonas,chains,nick jonas,nick jonas
2015,69,"""All Eyes on You""",Meek Mill featuring Chris Brown and Nicki Minaj,all eyes on you,meek mill featuring chris brown and nicki minaj,meek mill
2015,70,"""No Type""",Rae Sremmurd,no type,rae sremmurd,rae sremmurd
2015,71,"""Riptide""",Vance Joy,riptide,vance joy,vance joy
2015,72,"""Classic Man""",Jidenna featuring Roman GianArthur,classic man,jidenna featuring roman gianarthur,jidenna
2015,73,"""Ex's & Oh's""",Elle King,ex's & oh's,elle king,elle king
2015,74,"""Dear Future Husband""",Meghan Trainor,dear future husband,meghan trainor,meghan trainor
2015,75,"""Marvin Gaye""",Charlie Puth featuring Meghan Trainor,marvin gaye,charlie puth featuring meghan trainor,charlie puth
2015,76,"""Like I'm Gonna Lose You""",Meghan Trainor featuring John Legend,like i'm gonna lose you,meghan trainor featuring john legend,meghan trainor
2015,77,"""Habits (Stay High)""",Tove Lo,habits (stay high),tove lo,tove lo
2015,78,"""The Hanging Tree""",James Newton Howard featuring Jennifer Lawrence,the hanging tree,james newton howard featuring jennifer lawrence,james newton howard
2015,79,"""CoCo""",O.T. Genasis,coco,o.t. genasis,o.t. genasis
2015,80,"""Bang Bang""","Jessie J, Ariana Grande and Nicki Minaj",bang bang,"jessie j, ariana grande and nicki minaj","jessie j, ariana grande and nicki minaj"
2015,81,"""Lay Me Down""",Sam Smith,lay me down,sam smith,sam smith
2015,82,"""Tuesday""",ILoveMakonnen featuring Drake,tuesday,ilovemakonnen featuring drake,ilovemakonnen
2015,83,"""Hit the Quan""",iLoveMemphis,hit the quan,ilovememphis,ilovememphis
2015,84,"""Downtown""","Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz",downtown,"macklemore & ryan lewis featuring eric nally, melle mel, kool moe dee and grandmaster caz",macklemore
2015,85,"""House Party""",Sam Hunt,house party,sam hunt,sam hunt
2015,86,"""Ayo""",Chris Brown and Tyga,ayo,chris brown and tyga,chris brown and tyga
2015,87,"""Kick the Dust Up""",Luke Bryan,kick the dust up,luke bryan,luke bryan
2015,88,"""Blessings""",Big Sean featuring Drake and Kanye West,blessings,big sean featuring drake and kanye west,big sean
2015,89,"""Budapest""",George Ezra,budapest,george ezra,george ezra
2015,90,"""Chandelier""",Sia,chandelier,sia,sia
2015,91,"""Heartbeat Song""",Kelly Clarkson,heartbeat song,kelly clarkson,kelly clarkson
2015,92,"""Don't""",Ed Sheeran,don't,ed sheeran,ed sheeran
2015,93,"""Ghost""",Ella Henderson,ghost,ella henderson,ella henderson
2015,94,"""Here""",Alessia Cara,here,alessia cara,alessia cara
2015,95,"""Waves (Robin Schulz Remix)""",Mr Probz,waves (robin schulz remix),mr probz,mr probz
2015,96,"""El Perdón""",Nicky Jam and Enrique Iglesias,el perdón,nicky jam and enrique iglesias,nicky jam and enrique iglesias
2015,97,"""She Knows""",Ne-Yo featuring Juicy J,she knows,ne-yo featuring juicy j,ne-yo
2015,98,"""Night Changes""",One Direction,night changes,one direction,one direction
2015,99,"""Back to Back""",Drake,back to back,drake,drake
